Année;Dépense/Recette;Investissement/Fonctionnement;Chapitre;Libellé chapitre;Rubrique fonctionnelle;Article;Libellé article;Montant;Réel/Ordre id/Ordre diff
2012;Dépense;Investissement;C900;SERVICES GENERAUX;R900202;A2033;Frais d insertion;130000.0;OR
2012;Dépense;Investissement;C901;SECURITE;R9011;A231318;Constructions autres bâtiments publics en cours;110000.0;OR
2012;Dépense;Investissement;C901;SECURITE;R9010;A21848;Autres matériel de bureau et mobiliers;2490.43;OR
2012;Dépense;Investissement;C902;ENSEIGNEMENT;R90221;A21841;Matériel de bureau et mobilier scolaires;2201098.64;OR
2012;Dépense;Investissement;C902;ENSEIGNEMENT;R90221;A21831;Matériel informatique scolaire;4234038.0;OR
2012;Dépense;Investissement;C902;ENSEIGNEMENT;R90221;A2031;Frais d études;275000.0;OR
2012;Dépense;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9032;A2314;Constructions sur sol d autrui en cours;400000.0;OR
2012;Dépense;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R90315;A2188;Autres;2000.0;OR
2012;Dépense;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R90315;A2157;Matériel et outillage technique;18028.0;OR
2012;Dépense;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R90311;A2031;Frais d études;776000.0;OR
2012;Recette;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R90312;A1311;Subventions d équipement transférables - Etat et établissements nationaux;69178.0;OR
2012;Dépense;Investissement;C904;PREVENTION MEDICO-SOCIALE;R9040;A21848;Autres matériel de bureau et mobiliers;46607.0;OR
2012;Dépense;Investissement;C904;PREVENTION MEDICO-SOCIALE;R9041;A2128;Autres agencements et aménagements;55814.0;OR
2012;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9050;A2128;Autres agencements et aménagements;111627.0;OR
2012;Recette;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9050;A275;Dépots et cautionnements versés;53130.0;OR
2012;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R9061;A2157;Matériel et outillage technique;50000.0;OR
2012;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R9060;A2051;Concessions et droits similaires;250000.0;OR
2012;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R90621;A2031;Frais d études;1800000.0;OR
2012;Recette;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R90621;A1322;Subventions d équipement non transférables - Régions;2070961.35;OR
2012;Recette;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R9061;A1322;Subventions d équipement non transférables - Régions;47000.0;OR
2012;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R9070;A21848;Autres matériel de bureau et mobiliers;70000.0;OR
2012;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R90738;A2128;Autres agencements et aménagements;7662800.0;OR
2012;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R90738;A2121;Plantations d arbres et arbustes;643600.0;OR
2012;Dépense;Investissement;C908;TRANSPORTS;R90821;A2115;Terrains bâtis;1715400.0;OR
2012;Dépense;Investissement;C910;SERVICES GENERAUX;R910202;A204142;Subventions bâtiments et installations versées aux communes et structures intercommunales;197097.0;OR
2012;Dépense;Investissement;C912;ENSEIGNEMENT;R9123;A20422;Subventions bâtiments et installations versées aux personnes de droit privé;81150.0;OR
2012;Dépense;Investissement;C913;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R91312;A20422;Subventions bâtiments et installations versées aux personnes de droit privé;208994.17;OR
2012;Dépense;Investissement;C913;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R91313;A204142;Subventions bâtiments et installations versées aux communes et structures intercommunales;210414.29;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A64118;Autres indemnités;915493.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A64111;Rémunération principale;1685999.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A63512;Taxes foncières;102863.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6338;Autres impôt. taxes et versements assimilés sur rémunérations;12590.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6331;Versement de transport;65235.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9330;A6331;Versement de transport;1000.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6283;Frais de nettoyage des locaux;255320.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6283;Frais de nettoyage des locaux;131750.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6282;Frais de gardiennage;21000.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A627;Services bancaires et assimilés;1800.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6231;Annonces et insertions;32000.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A62268;Autres honoraires. conseils...;10000.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A6182;Documentation générale et technique;7100.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6182;Documentation générale et technique;2000.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A61558;Entretien et réparations sur autres biens mobiliers;20000.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A61558;Entretien et réparations sur autres biens mobiliers;42300.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A61522;Entretien et réparations sur bâtiments;13000.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6135;Locations mobilières;56600.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A6132;Locations immmobilières;3400.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A6068;Autres matières et fournitures;39616.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6068;Autres matières et fournitures;1552.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6065;Livres. disques. casettes (bibliothèques. médiatèques);7512.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A60632;Fournitures de petit équipement;14750.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A60623;Alimentation;7500.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A60612;Energie - Electricité;50000.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A60611;Eau et assainissement;7875.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;241292.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A65738;Subventions de fonctionnement aux organismes publics divers;120000.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A65737;Subventions de fonctionnement aux autres établissements publics locaux;1485208.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9323;A6568;Autres participations;3334.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9321;A6453;Cotisations aux caisses de retraite;605.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9321;A6414;Personnel rémunéré a la vacation;13338.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A64131;Rémunérations du personnel non titulaire;2051626.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A64112;Supplément famillial de traitement et indemnité de résidence;88469.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9321;A6338;Autres impôt. taxes et versements assimilés sur rémunérations;40.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A6336;Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale;45512.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6332;Cotisations versées au F.N.A.L.;90120.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A6331;Versement de transport;75927.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A62268;Autres honoraires. conseils...;206500.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6218;Autre personnel extérieur;2432000.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A6182;Documentation générale et technique;48386.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93222;A61522;Entretien et réparations sur bâtiments;70120.26;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6068;Autres matières et fournitures;40050.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A60636;Habillement et Vêtements de travail;83300.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A60623;Alimentation;10450.0;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9323;A60621;Combustibles;76086.96;OR
2013;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9323;A60612;Energie - Electricité;300000.0;OR
2013;Dépense;Fonctionnement;C931;SECURITE;R9310;A65734;Subventions de fonctionnement aux Communes et structure intercommunales;509976.0;OR
2013;Dépense;Fonctionnement;C931;SECURITE;R9312;A6568;Autres participations;33916801.0;OR
2013;Dépense;Fonctionnement;C931;SECURITE;R9310;A6188;Autres frais divers;29100.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6718;Autres charges exceptionnelles sur opérations de gestion;134996.96;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6713;Dots et prix;2000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;7207750.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A651128;Autres;28000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6458;Cotisations aux autres organismes sociaux;1821.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6457;Cotisations sociales liées à l apprentissage;14042.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A6453;Cotisations aux caisses de retraite;114280.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A64131;Rémunérations du personnel non titulaire;13604104.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6355;Taxes et impôts sur les véhicules;1000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6353;Impôts indirects;16900.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A62878;Remboursements de frais à des tiers;100.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A62878;Remboursements de frais à des tiers;45000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A62878;Remboursements de frais à des tiers;1000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6283;Frais de nettoyage des locaux;1321050.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6281;Concours divers (cotisations..);410000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6262;Frais de télécommunications;2127650.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6261;Frais d affranchissement;860000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6247;Transports collectifs du personnel;500.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A6236;Catalogues et imprimés et publications;68920.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A6231;Annonces et insertions;1891970.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6227;Frais d actes et de contentieux;10305.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A6188;Autres frais divers;45000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6188;Autres frais divers;12774302.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6188;Autres frais divers;189860.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6184;Versement à des organismes de formation;1466530.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A6182;Documentation générale et technique;65100.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A6182;Documentation générale et technique;64452.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6156;Maintenance;10102860.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A61551;Entretien et réparations sur matériel roulant;155000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A61522;Entretien et réparations sur bâtiments;744450.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A6135;Locations mobilières;50000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A6068;Autres matières et fournitures;3000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60662;Vaccins et sérums;20000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60636;Habillement et Vêtements de travail;74000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A60632;Fournitures de petit équipement;13000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60631;Fournitures d entretien;73000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A60623;Alimentation;59000.0;OR
2013;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60623;Alimentation;68190.0;OR
2013;Dépense;Fonctionnement;C953;VIREMENT A LA SECTION D'INVESTISSEMENT;R953;A023;Virement à la section d investissement;30450000.0;OE
2012;Dépense;Investissement;C900;SERVICES GENERAUX;R90021;A21838;Autre matériel informatique;10000.0;OR
2012;Dépense;Investissement;C900;SERVICES GENERAUX;R900202;A21351;Installations générales. agencements. aménagement des bâtiments publics;2657691.0;OR
2012;Dépense;Investissement;C900;SERVICES GENERAUX;R900202;A2051;Concessions et droits similaires;4847398.86;OR
2012;Dépense;Investissement;C900;SERVICES GENERAUX;R900202;A2031;Frais d études;149501.6;OR
2012;Recette;Investissement;C901;SECURITE;R9011;A1314;Subventions d équipement transférables - Communes et structures intercommunales;632428.54;OR
2012;Dépense;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R90314;A2188;Autres;6500.0;OR
2012;Dépense;Investissement;C904;PREVENTION MEDICO-SOCIALE;R9041;A2181;Installations générales. agencements et aménagements divers;53000.0;OR
2012;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9051;A231313;Constructions bâtiments sociaux et médico-sociaux en cours;2405351.63;OR
2012;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9050;A231313;Constructions bâtiments sociaux et médico-sociaux en cours;1151594.5;OR
2012;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9051;A21848;Autres matériel de bureau et mobiliers;41650.0;OR
2012;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9051;A2157;Matériel et outillage technique;45915.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6184;Versement à des organismes de formation;234717.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93048;A6182;Documentation générale et technique;200.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A616;Primes d assurances;1559166.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A614;Charges locatives et de copropriété;80000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6132;Locations immmobilières;3153860.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6132;Locations immmobilières;51000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A6064;Fournitures administratives;48000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60623;Alimentation;74200.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60622;Carburants;548000.0;OR
2010;Dépense;Fonctionnement;C953;VIREMENT A LA SECTION D'INVESTISSEMENT;R953;A023;Virement à la section d investissement;30864000.0;OE
2009;Recette;Investissement;C923;DOTATIONS ET PARTICIPATIONS;R923;A166;Refinancement de dette;102558841.0;OR
2009;Recette;Investissement;C922;DEVELOPPEMENT ECONOMIQUE;R922;A10222;F.C.T.V.A.;73200297.0;OR
2009;Recette;Investissement;C908;TRANSPORTS;R90821;A1321;Subventions d équipement non transférables - Etat et établissements nationaux;830000.0;OR
2009;Recette;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R90621;A1324;Subventions d équipement non transférables - Communes et structures intercommunales;711500.0;OR
2009;Recette;Investissement;C902;ENSEIGNEMENT;R90221;A231312;Constructions bâtiments scolaires en cours;26771.38;OR
2009;Recette;Investissement;C925;OPERATION POUR COMPTE DE TIERS;R925;A238.;Avances et acomptes versés sur commandes d immobilisations corporelles (ordre);101300.0;OI
2009;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A281848;Amortissement des autres matériels de bureau et mobiliers;1860000.0;OE
2009;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A281838;Amortissement des autres matériels informatiques;2215000.0;OE
2009;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A281831;Amortissement du matériel informatique scolaire;2350000.0;OE
2009;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A28181;Amortissement des installations générales. agencements et aménagements divers;650000.0;OE
2009;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A281351;Amortissement des installations générales. agencements. aménagement des bâtiments publics;16500000.0;OE
2009;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A28043;Amortissement des subventions d équipement versées aux établissements scolaires pour leurs dépenses d équipement;250000.0;OE
2009;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A28042;Amortissement des subventions d équipement versées aux personnes de droit privé;11055000.0;OE
2009;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A2804178;Autres;2370000.0;OE
2009;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A280413;Amortissement des subventions d équipement versées aux Départements;32000.0;OE
2009;Recette;Fonctionnement;C943;DOTATIONS ET PARTICIPATIONS;R943;A7711;Dédits et pénalités perçus;2000.0;OR
2009;Recette;Fonctionnement;C943;DOTATIONS ET PARTICIPATIONS;R943;A7621;Produits des autres immobilisations financières - encaissées à l échéance;500.0;OR
2009;Recette;Fonctionnement;C943;DOTATIONS ET PARTICIPATIONS;R943;A761;Produits de participations;260000.0;OR
2009;Recette;Fonctionnement;C942;IMPOSITIONS DIRECTES;R942;A74833;Etat - Compensation au titre de la contribution économique territoriale;10494226.0;OR
2009;Recette;Fonctionnement;C942;IMPOSITIONS DIRECTES;R942;A74123;Dotation de compensation;16614970.0;OR
2009;Recette;Fonctionnement;C942;IMPOSITIONS DIRECTES;R942;A7411;Dotation forfaitaire;248405710.0;OR
2009;Recette;Fonctionnement;C941;IMPOSITIONS DIRECTES;R941;A7322;Taxe départementale additionnelle à certains droits d enregistrement;3000000.0;OR
2009;Recette;Fonctionnement;C940;DEVELOPPEMENT ECONOMIQUE;R940;A7311;Contributions directes;656783010.0;OR
2009;Recette;Fonctionnement;C939;DEVELOPPEMENT ECONOMIQUE;R9393;A7621;Produits des autres immobilisations financières - encaissées à l échéance;31238.3;OR
2009;Recette;Fonctionnement;C939;DEVELOPPEMENT ECONOMIQUE;R9393;A7472;Participations des régions;70750.0;OR
2009;Recette;Fonctionnement;C938;TRANSPORTS;R9380;A7478218;Autres organismes publics;900000.0;OR
2009;Recette;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9371;A773;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;235000.0;OR
2009;Recette;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A7038;Autres redevances et recettes;50000.0;OR
2009;Recette;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A7473;Participations des départements;47840.0;OR
2009;Recette;Fonctionnement;C9355;PERSONNES DEPENDANTES (APA);R93553;A7533;APA;1000.0;OR
2009;Recette;Fonctionnement;C9355;PERSONNES DEPENDANTES (APA);R93550;A747811;Dotation versée au titre de l APA;5491733.0;OR
2009;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A773;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;50000.0;OR
2009;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A773;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;90000.0;OR
2009;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A7713;Libéralités reçues;500000.0;OR
2009;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A7474;Participations des communes et structures intercommunales;100000.0;OR
2009;Recette;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A773;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;500000.0;OR
2009;Recette;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A7711;Dédits et pénalités perçus;44234.21;OR
2009;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A74718;Autres participations de l Etat;5000.0;OR
2009;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A707;Ventes de marchandises;68328.0;OR
2009;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A7062;Redevances et droits des services à caractère culturel;32107.0;OR
2009;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A7062;Redevances et droits des services à caractère culturel;82500.0;OR
2009;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A7038;Autres redevances et recettes;12960.0;OR
2009;Recette;Fonctionnement;C930;SERVICES GENERAUX;R930202;A773;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;250000.0;OR
2009;Recette;Fonctionnement;C930;SERVICES GENERAUX;R930202;A752;Revenus des immeubles;1543884.0;OR
2009;Recette;Fonctionnement;C946;PROVISIONS;R946;A7768;Neutralisation des amortissements;68900000.0;OE
2009;Dépense;Investissement;C924;OPERATION POUR COMPTE DE TIERS;R92407;A45811;MANDAT (D) IUT GENNEVILLIERS;15501818.0;OR
2009;Dépense;Investissement;C924;OPERATION POUR COMPTE DE TIERS;R92401;A45511;TRAVAUX ANNUELS REGION CITE SCOLAIRE;105366.0;OR
2009;Dépense;Investissement;C923;DOTATIONS ET PARTICIPATIONS;R923;A16818;Emprunts auprès d autres prêteurs;50221.0;OR
2009;Dépense;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R9172;A20418;Organismes publics divers;36747457.5;OR
2009;Dépense;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R91738;A20414;Subventions d équipement versées aux communes;45000.0;OR
2009;Dépense;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R9170;A20414;Subventions d équipement versées aux communes;750000.0;OR
2009;Dépense;Investissement;C916;RESEAUX ET INFRASTRUCTURES;R9161;A20415;Subventions d équipement versées aux autres groupements de collectivités;245000.0;OR
2009;Dépense;Investissement;C914;PREVENTION MEDICO-SOCIALE;R9148;A2042;Subventions d équipement versées aux personnes de droit privé;2357754.54;OR
2009;Dépense;Investissement;C913;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R91312;A2042;Subventions d équipement versées aux personnes de droit privé;161364.0;OR
2009;Dépense;Investissement;C913;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R91313;A20414;Subventions d équipement versées aux communes;447897.68;OR
2009;Dépense;Investissement;C913;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R91311;A20414;Subventions d équipement versées aux communes;1559093.87;OR
2009;Dépense;Investissement;C912;ENSEIGNEMENT;R9123;A2042;Subventions d équipement versées aux personnes de droit privé;141860.0;OR
2009;Dépense;Investissement;C912;ENSEIGNEMENT;R91221;A2042;Subventions d équipement versées aux personnes de droit privé;890448.8;OR
2009;Dépense;Investissement;C911;SECURITE;R9110;A20414;Subventions d équipement versées aux communes;3753.16;OR
2009;Dépense;Investissement;C908;TRANSPORTS;R90821;A2115;Terrains bâtis;3800000.0;OR
2009;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R9070;A231318;Constructions autres bâtiments publics en cours;3621649.64;OR
2009;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R90738;A2128;Autres agencements et aménagements;9709945.0;OR
2009;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R9070;A2128;Autres agencements et aménagements;320000.0;OR
2009;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R90738;A2031;Frais d études;220000.0;OR
2009;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R9061;A23153;Réseaux divers en cours;9720000.0;OR
2009;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R90621;A23152;Installations de voirie en cours;7500000.0;OR
